*Beijing Dialect*
Wav0254|Cantonese Dialect|"志冠呀,爸爸都要食㗎,你哋兩個每人食三條啦"|"志冠啊，爸爸也要吃呢，你们两个每人吃三条啦"|区别：粤语“都要食㗎”（dou1 jiu3 sik6 gaa3）使用“㗎”强调，而普通话“也要吃呢”（yě yào chī ne）使用“呢”语气较柔和。粤语“你哋兩個”（nei5 dei6 loeng5 go3）口语化，普通话“你们两个”（nǐmen liǎng gè）更标准。
Wav0255|Cantonese Dialect|"奇怪啦,爸爸明明好少食火腿腸㗎,今日點解要分畀佢呢?"|"奇怪啦，爸爸明明很少吃火腿肠啊，今天为什么得分给他呢？"|区别：粤语“好少”（hou2 siu2）和“點解”（dim2 gaai2）口语化，而普通话“很少”（hěn shǎo）和“为什么”（wèishénme）更正式。粤语“㗎”（gaa3）增添强调，普通话“啊”（a）作用较弱。
Wav0256|Cantonese Dialect|"志援同志冠每人都要食少一條,於是就唔係幾開心啦"|"志援和志冠每人都得少吃一条，于是就不太开心啦"|区别：粤语“唔係幾開心”（m4 hai6 gei2 hoi1 sam1）是“不怎么开心”的口语说法，而普通话“不太开心”（bù tài kāixīn）更标准。粤语“啦”（laa1）增添情感，普通话“啦”（la）作用类似。
Wav0257|Cantonese Dialect|"志援已經食曬佢嘅火腿腸,但見到志冠個碗仲有兩條就話"|"志援已经吃完了她的火腿肠，但看到志冠的碗里还有两条就说"|区别：粤语“食曬”（sik6 saai3）和“仲有”（zung6 jau5）生动且口语化，而普通话“吃完了”（chī wán le）和“还有”（hái yǒu）更正式。粤语“個碗”（go3 wun2）随意，普通话“的碗”（de wǎn）更标准。
Wav0258|Cantonese Dialect|"志冠,你畀一條我呀"|"志冠，你给我一条啊"|区别：粤语“畀”（bei2）是“给”的口语说法，而普通话“给”（gěi）更通用。粤语“呀”（aa3）柔化请求，普通话“啊”（a）作用类似。
Wav0259|Cantonese Dialect|"我先唔制㗎,我嘅,我要食啦"|"我才不给呢，是我的，我要吃啦"|区别：粤语“先唔制”（sin1 m4 zai3）和“㗎”（gaa3）是拒绝的强调口语表达，而普通话“才不给呢”（cái bù gěi ne）不那么强烈。粤语“我嘅”（ngo5 ge3）是所有格的随意表达，普通话“我的”（wǒ de）更标准。
Wav0260|Cantonese Dialect|"好叻咩"|"你以为你很厉害吗"|区别：粤语“好叻咩”（hou2 lek1 me1）是讽刺的口语短语，而普通话“你以为你很厉害吗”（nǐ yǐwéi nǐ hěn lìhài ma）更正式且明确。
Wav0261|Cantonese Dialect|"志援鍾意食咗好味嘅嘢先,而志冠就鍾意將覺得好味嘅留到最後先食"|"志援喜欢先吃好吃的东西，而志冠喜欢把觉得好吃的东西留到最后吃"|区别：粤语“鍾意”（zung1 ji3）和“好味”（hou2 mei6）口语化，而普通话“喜欢”（xǐhuān）和“好吃”（hǎochī）更正式。粤语“先”（sin1）生动强调顺序，普通话“先”（xiān）作用类似。
Wav0262|Cantonese Dialect|"所以即使分配好份量,佢哋兩個都會出現爭送食嘅情況"|"所以即使分配好份量，他们两个还是会出现争抢食物的情况"|区别：粤语“爭送食”（zang1 sung3 sik6）是“抢食物”的口语短语，而普通话“争抢食物”（zhēngqiǎng shíwù）更正式。粤语“佢哋”（keoi5 dei6）随意，普通话“他们”（tāmen）更标准。
Wav0263|Cantonese Dialect|"志援,你都要食啲蔬菜㗎,我畀多一條你啦"|"志援，你也得吃点蔬菜啊，我再给你一条啦"|区别：粤语“食啲”（sik6 di1）和“㗎”（gaa3）口语化且强调，而普通话“吃点”（chī diǎn）和“啊”（a）更中性。粤语“畀”（bei2）生动，普通话“给”（gěi）较平淡。
Wav0264|Cantonese Dialect|"爸爸邊講邊將自己碟上面嘅火腿腸夾畀志援"|"爸爸边说边把自己盘子上的火腿肠夹给志援"|区别：粤语“邊講邊”（bin1 gong2 bin1）有节奏感且口语化，而普通话“边说边”（biān shuō biān）更正式。粤语“碟上面”（dip6 soeng6 min6）生动，普通话“盘子上”（pánzi shàng）更标准。
Wav0265|Cantonese Dialect|"學校啲營養午餐,我有食好多蔬菜㗎啦"|"学校营养午餐，我已经吃了很多蔬菜啦"|区别：粤语“啲”（di1）和“有食”（jau5 sik6）口语化，而普通话“的”（de）和“已经吃”（yǐjīng chī）更正式。粤语“㗎啦”（gaa3 laa1）增添强调，普通话“啦”（la）作用类似。
Wav0266|Cantonese Dialect|"志援即刻夾起火腿腸,食完之後就起身返入房"|"志援立刻夹起火腿肠，吃完之后就起身回房间"|区别：粤语“即刻”（zik1 hak1）和“返入房”（faan1 jap6 fong2）紧急且口语化，而普通话“立刻”（lìjí）和“回房间”（huí fángjiān）更正式。粤语“食完”（sik6 jyun4）生动，普通话“吃完”（chī wán）较平淡。
Wav0267|Cantonese Dialect|"爸爸原本再想講多兩句,但就畀媽媽用眼神阻止咗"|"爸爸本来还想多说两句，但被妈妈用眼神阻止了"|区别：粤语“畀…阻止咗”（bei2…zo2 zi2 zo2）使用“畀”和“咗”构成生动的被动语态，而普通话“被…阻止了”（bèi…zǔzhǐ le）更正式。粤语“眼神”（ngaan5 san4）富有表现力，普通话“眼神”（yǎnshén）较中性。
Wav0268|Cantonese Dialect|"媽媽洗完碗,就同爸爸一齊飲茶傾計"|"妈妈洗完碗，就和爸爸一起喝茶聊天"|区别：粤语“同…一齊”（tung4…jat1 cai4）是“与…一起”的口语说法，而普通话“和…一起”（hé…yīqǐ）更正式。粤语“傾計”（king1 gai3）是“聊天”的生动说法，普通话“聊天”（liáotiān）更标准。
Wav0269|Cantonese Dialect|"老公呀,關於志援食飯嘅事,你就唔好再暗尋佢啦"|"老公啊，关于志援吃饭的事，你就别再偷偷批评她啦"|区别：粤语“暗尋”（am3 cam4）是“偷偷批评”的口语说法，而普通话“偷偷批评”（tōutōu pīpíng）更明确且正式。粤语“啦”（laa1）柔化语气，普通话“啦”（la）作用类似。
Wav0270|Cantonese Dialect|"佢唔鍾意食菜,再加上最近好似肥咗唔少呀"|"她不喜欢吃菜，再加上最近好像胖了不少啊"|区别：粤语“唔鍾意”（m4 zung1 ji3）和“肥咗唔少”（fei4 zo2 m4 siu2）口语化，而普通话“不喜欢”（bù xǐhuān）和“胖了不少”（pàng le bù shǎo）更正式。粤语“呀”（aa3）增添情感，普通话“啊”（a）作用较弱。
Wav0271|Cantonese Dialect|"我先會話多佢幾句啫"|"我才会多说她几句嘛"|区别：粤语“先會”（sin1 wui5）和“啫”（ze1）是强调的口语表达，而普通话“才会”（cái huì）和“嘛”（ma）不那么强烈且更中性。粤语“話多”（waa6 do1）生动，普通话“多说”（duō shuō）较平淡。
Wav0272|Cantonese Dialect|"佢自己都知㗎啦,而且為咗變肥呢件事,佢都好煩惱呀"|"她自己也知道啦，而且为了变胖这件事，她也很烦恼啊"|区别：粤语“都知㗎啦”（dou1 zi1 gaa3 laa1）强调且口语化，而普通话“也知道啦”（yě zhīdào la）更中性。粤语“好煩惱”（hou2 faan4 nou5）生动，普通话“很烦恼”（hěn fánnǎo）较平淡。
Wav0273|Cantonese Dialect|"一係你諗下辦法將啲菜煮得好味啲呀嘛"|"要不你想想办法把菜煮得好吃点啊"|区别：粤语“一係”（jat1 hai6）和“好味啲”（hou2 mei6 di1）口语化，而普通话“要不”（yàobù）和“好吃点”（hǎochī diǎn）更正式。粤语“呀嘛”（aa3 maa3）柔化建议，普通话“啊”（a）作用较弱。
Wav0274|Cantonese Dialect|"我冇辦法呀,一係你嚟煮啦"|"我没办法啊，要不你来煮吧"|区别：粤语“冇辦法”（mou5 baan6 faat3）和“一係”（jat1 hai6）口语化，而普通话“没办法”（méi bànfǎ）和“要不”（yàobù）更正式。粤语“嚟煮”（lai4 zyu2）生动，普通话“来煮”（lái zhǔ）较平淡。
Wav0275|Cantonese Dialect|"傾到呢度,氣氛變得唔係幾好"|"谈到这里，气氛变得不太好"|区别：粤语“傾到呢度”（king1 dou3 ni1 dou6）和“唔係幾好”（m4 hai6 gei2 hou2）口语化，而普通话“谈到这里”（tán dào zhèlǐ）和“不太好”（bù tài hǎo）更正式且中性。
Wav0276|Cantonese Dialect|"不過,原來志援一直企喺房門口,聽到曬爸爸媽媽嘅說話"|"不过，原来志援一直站在房门口，听到了爸爸妈妈说的话"|区别：粤语“企喺”（kei5 hai2）和“聽到曬”（ting1 dou3 saai3）生动且口语化，而普通话“站在”（zhàn zài）和“听到了”（tīng dào le）更正式。粤语“曬”（saai3）强调完整性，普通话无此表达。
Wav0278|Cantonese Dialect|"見到鏡入面嘅自己,真係肥咗唔少"|"看到镜子里的自己，真的胖了不少"|区别：粤语“鏡入面”（geng3 jap6 min6）和“真係”（zan1 hai6）口语化，而普通话“镜子里”（jìngzi lǐ）和“真的”（zhēnde）更正式。粤语“肥咗唔少”（fei4 zo2 m4 siu2）生动，普通话“胖了不少”（pàng le bù shǎo）较平淡。
Wav0279|Cantonese Dialect|"志援一面食魚肉腸,一面想像自己由初中生到高中生"|"志援一边吃鱼肉肠，一边想象自己从初中生到高中生"|区别：粤语“一面…一面”（jat1 min6…jat1 min6）有节奏感且口语化，而普通话“一边…一边”（yībiān…yībiān）更正式。粤语“魚肉腸”（jyu4 juk6 coeng4）具体，普通话“鱼肉肠”（yúròu cháng）较通用。
Wav0280|Cantonese Dialect|"再去到大人,變得越嚟越肥嘅樣"|"再到成年，变得越来越胖的样子"|区别：粤语“越嚟越”（jyut6 lai4 jyut6）和“嘅樣”（ge3 joeng2）口语化，而普通话“越来越”（yuè lái yuè）和“的样子”（de yàngzi）更正式且中性。
Wav0281|Cantonese Dialect|"佢幻想嘅畫面入面,充斥住腸仔、漢堡、披薩、薯條、汽水同朱古力批"|"她幻想的画面里，充斥着香肠、汉堡、披萨、薯条、汽水和巧克力派"|区别：粤语“充斥住”（cung1 sik1 zyu6）和“腸仔”（coeng4 zai2）生动且口语化，而普通话“充斥着”（chōngchì zhe）和“香肠”（xiāngcháng）更正式。粤语“同”（tung4）随意，普通话“和”（hé）更标准。
Wav0282|Cantonese Dialect|"爸爸媽媽就冇再傾落去啦"|"爸爸妈妈就没再谈下去了啦"|区别：粤语“冇再傾落去”（mou5 zoi3 king1 lok6 heoi3）是“不再继续谈”的口语短语，而普通话“没再谈下去”（méi zài tán xiàqù）更正式且结构化。粤语“啦”（laa1）增添随意语气，普通话“啦”（la）作用类似。
Wav0283|Cantonese Dialect|"可能有一日,自己會肥到賺爆間屋㗎"|"可能有一天，自己会胖到撑爆房子呢"|区别：粤语“肥到賺爆”（fei4 dou3 zaang6 baau3）是生动的口语夸张表达，而普通话“胖到撑爆”（pàng dào chēng bào）不那么强烈且更标准。粤语“㗎”（gaa3）增添强调，普通话“呢”（ne）较柔和。
Wav0284|Cantonese Dialect|"但志援一于小理,继续食佢嘅饭后零食"|"但志援毫不在乎，继续吃她的饭后零食" |差异：粤语 ""一于小理"" (jat1 jyu1 siu2 lei5) 是一个口语化的短语，表示 ""不在乎""，而普通话 ""毫不在乎"" (háo bù zàihū) 则更正式。粤语 ""佢嘅"" (keoi5 ge3) 很随意，不像普通话 ""她的"" (tā de)。"
Wav0285|Cantonese Dialect|"志援一啲都冇畀变肥嘅幻想吓到"|"志援一点也没被变胖的幻想吓到" |差异：粤语 ""一啲都冇"" (jat1 di1 dou1 mou5) 是一种强烈的口语否定，而普通话 ""一点也没"" (yīdiǎn yě méi) 则更正式。粤语 ""畀…嚇到"" (bei2…haak3 dou3) 很生动，不像普通话 ""被…吓到"" (bèi…xià dào)。"
Wav0286|Cantonese Dialect|"索性唔照镜唔再谂,心情即刻变返好好多啦"|"索性不照镜子不再想，心情立刻变得好很多啦" |差异：粤语 ""索性"" (sok3 sing3) 和 ""即刻"" (zik1 hak1) 是口语化且紧急的，而普通话 ""索性"" (suǒxìng) 和 ""立刻"" (lìjí) 则更正式。粤语 ""好好多"" (hou2 hou2 do1) 带有强调意味，不像普通话 ""好很多"" (hǎo hěn duō)。"
Wav0287|Cantonese Dialect|"不过,爸爸就相反,佢好担心志援,好烦恼"|"不过，爸爸却相反，他很担心志援，很烦恼"| 差异：粤语 ""好担心"" (hou2 daam1 sam1) 和 ""好烦恼"" (hou2 faan4 nou5) 生动且口语化，而普通话 ""很担心"" (hěn dānxīn) 和 ""很烦恼"" (hěn fánnǎo) 则更中性和正式。"
Wav0288|Cantonese Dialect|"爸爸返入房开着电脑,心情就同枱面后面啲电线一样交错缠绕"|"爸爸回到房间开着电脑，心情就像桌子后面那些电线一样交错缠绕"|差异：粤语 ""同…一样"" (tung4…jat1 joeng6) 和 ""交错缠绕"" (gaau1 co3 cin4 jiu2) 口语化且富有诗意，而普通话 ""就像…一样"" (jiù xiàng…yīyàng) 和 ""交错缠绕"" (jiāocuò chánrào) 则更正式和书面化。"
Wav0289|Cantonese Dialect|"爸爸一边用手托腮,一边好纳闷咁喺搜寻视窗嗰度输入"|"爸爸一边用手托着下巴，一边很困惑地在搜索窗口那里输入" |差异：粤语 ""一边…一边"" (jat1 bin1…jat1 bin1) 和 ""好纳闷咁"" (hou2 naap6 mun6 gam2) 富有节奏感且口语化，而普通话 ""一边…一边"" (yībiān…yībiān) 和 ""很困惑地"" (hěn kùnhuò de) 则更正式和中性。"
Wav0290|Cantonese Dialect|"如何让孩子爱吃蔬菜"|"如何让孩子爱吃蔬菜"|差异：两个短语几乎相同，但粤语 ""爱吃"" (oi3 sik6) 带有稍微更强烈的情感色彩，而普通话 ""爱吃"" (ài chī) 则更标准和中性。"
Wav0291|Cantonese Dialect|"不要强迫孩子吃蔬菜,因为孩子会因此更讨厌吃蔬菜"|"不要强迫孩子吃蔬菜，因为孩子会因此更讨厌吃蔬菜" |差异：两个句子非常相似，但粤语 ""强迫"" (koeng5 bik1) 和 ""讨厌"" (tou2 jim3) 听起来更口语化，而普通话 ""强迫"" (qiǎngpò) 和 ""讨厌"" (tǎoyàn) 则稍微更正式。"
Wav0292|Cantonese Dialect|"将蔬菜切细再加入炒饭,孩子自然会爱吃"|"把蔬菜切细再加入炒饭，孩子自然会爱吃" |差异：粤语 ""切细"" (cit3 sai3) 和 ""加入"" (gaa1 jap6) 是口语化的，而普通话 ""切细"" (qiē xì) 和 ""加入"" (jiārù) 则更正式。粤语 ""自然会"" (zi6 jin4 wui5) 很生动，不像普通话 ""自然会"" (zìrán huì)。"
Wav0293|Cantonese Dialect|"用肉片包住蔬菜嚟煮,孩子喜欢吃肉"|"用肉片裹住蔬菜来煮，孩子喜欢吃肉" |差异：粤语 ""包住"" (baau1 zyu6) 和 ""嚟煮"" (lai4 zyu2) 是口语化且动态的，而普通话 ""裹住"" (guǒ zhù) 和 ""来煮"" (lái zhǔ) 则更正式。粤语 ""喜欢"" (hei2 fun1) 很随意，不像普通话 ""喜欢"" (xǐhuan)。"
Wav0294|Cantonese Dialect|"跟住都会食埋啲菜"|"然后也会连蔬菜一起吃"| 差异：粤语 ""跟住"" (gan1 zyu6) 和 ""食埋"" (sik6 maai4) 是 ""然后"" 和 ""一起吃"" 的口语说法，而普通话 ""然后"" (ránhòu) 和 ""连…一起吃"" (lián…yīqǐ chī) 则更正式和结构化。"
Wav0295|Cantonese Dialect|"呢啲方法其实妈妈都已经试过晒㗎啦"|"这些方法其实妈妈都已经试过了啦"| 差异：粤语 ""呢啲"" (ni1 di1) 和 ""试过晒"" (si3 gwo3 saai3) 是口语化的，而普通话 ""这些"" (zhèxiē) 和 ""试过了"" (shì guò le) 则更正式。粤语 ""㗎啦"" (gaa3 laa1) 增加了强调意味，不像普通话 ""啦"" (la)。"
Wav0296|Cantonese Dialect|"呢个时候,爸爸突然见到一个新方法"|"这个时候，爸爸突然看到一个新方法" |差异：粤语 ""呢个时候"" (ni1 go3 si4 hau6) 是 ""在这个时候"" 的口语说法，而普通话 ""这个时候"" (zhège shíhòu) 则更正式。粤语 ""见到"" (gin3 dou3) 很生动，不像普通话 ""看到"" (kàndào)。"
Wav0297|Cantonese Dialect|"咦?和孩子一起种菜,让孩子因此爱上蔬菜?"|"咦？和孩子一起种菜，让孩子因此爱上蔬菜？" |差异：粤语 ""和…一起"" (wo4…jat1 cai4) 是口语化的，而普通话 ""和…一起"" (hé…yīqǐ) 则更正式。粤语 ""爱上"" (oi3 soeng5) 带有情感色彩，不像普通话 ""爱上"" (ài shàng)。"
Wav0298|Cantonese Dialect|"好系好,但系…"|"好是好，但是…"|差异：粤语 ""好系好"" (hou2 hai6 hou2) 和 ""但系"" (daan6 hai6) 是口语化且强调的，而普通话 ""好是好"" (hǎo shì hǎo) 和 ""但是"" (dànshì) 则更正式和中性。"
Wav0299|Cantonese Dialect|"爸爸心里面好犹豫,因为如果要种菜,放假就一定要花时间打理菜园"|"爸爸心里很犹豫，因为如果要种菜，放假就得花时间打理菜园"| 差异：粤语 ""心里面"" (sam1 leoi5 min6) 和 ""好犹豫"" (hou2 jau4 ji4) 很生动，而普通话 ""心里"" (xīnlǐ) 和 ""很犹豫"" (hěn yóuyù) 则更正式。粤语 ""一定要"" (jat1 ding6 jiu3) 带有强调意味，不像普通话 ""得"" (děi)。"
Wav0300|Cantonese Dialect|"咁就冇办法好好休息啦"|"这样就没办法好好休息啦"| 差异：粤语 ""咁"" (gam2) 和 ""冇办法"" (mou5 baan6 faat3) 是口语化的，而普通话 ""这样"" (zhèyàng) 和 ""没办法"" (méi bànfǎ) 则更正式。粤语 ""啦"" (laa1) 增加了情感色彩，不像普通话 ""啦"" (la)。"
Wav0301|Cantonese Dialect|"到咗星期六"|"到了星期六" |差异：粤语 ""到咗"" (dou3 zo2) 是口语化且动态的，而普通话 ""到了"" (dàole) 则更正式和中性。两者都类似地使用 ""星期六"" (sing1 kei4 luk6 / xīngqīliù)。"
Wav0302|Cantonese Dialect|"妈妈,下午食咩呀?"|"妈妈，下午吃什么啊？"| 差异：粤语 ""食咩呀"" (sik6 me1 aa3) 是一种随意的提问结构，而普通话 ""吃什么啊"" (chī shénme a) 则更正式。粤语 ""呀"" (aa3) 柔化了语气，不像普通话 ""啊"" (a)。"
Wav0303|Cantonese Dialect|"食意粉呀"|"吃意大利面啊"| 差异：粤语 ""意粉"" (ji3 fan2) 是意大利面的口语音译，而普通话 ""意大利面"" (yìdàlì miàn) 则更正式和描述性。粤语 ""呀"" (aa3) 增加了温暖感，不像普通话 ""啊"" (a)。"
Wav0304|Cantonese Dialect|"但我想食炸酱面喎"|"但我想吃炸酱面哦"| 差异：粤语 ""炸酱面"" (zaa3 zoeng3 min6) 是炸酱面的音译，而普通话 ""炸酱面"" (zhájiàng miàn) 是标准化的。粤语 ""喎"" (wo3) 增加了一种俏皮的语气，不像普通话 ""哦"" (ó)。"
Wav0305|Cantonese Dialect|"老婆呀,我唔系几想食意粉呀","老婆啊，我不太想吃意大利面啊"|差异：粤语 ""唔系几想"" (m4 hai6 gei2 soeng2) 是 ""不太想"" 的口语说法，而普通话 ""不太想"" (bù tài xiǎng) 则更正式。粤语 ""呀"" (aa3) 增加了情感色彩，不像普通话 ""啊"" (a)。"
Wav0306|Cantonese Dialect|"至冠同爸爸你一句,我一句咁讲"|"志冠和爸爸你一句我一句地讲"|差异：粤语 ""你一句,我一句咁"" (nei5 jat1 geoi3, ngo5 jat1 geoi3 gam2) 富有节奏感且口语化，而普通话 ""你一句我一句地"" (nǐ yī jù wǒ yī jù de) 则更正式和结构化。"
Wav0307|Cantonese Dialect|"妈妈嬲啦"|"妈妈生气啦" |差异：粤语 ""嬲"" (nau1) 是 ""生气"" 的口语用语，而普通话 ""生气"" (shēngqì) 则更正式和广泛使用。粤语 ""啦"" (laa1) 强调了情感，不像普通话 ""啦"" (la)。"
Wav0308|Cantonese Dialect|"唉,煮饭已经够攰啦"|"唉，做饭已经够累啦"| 差异：粤语 ""煮饭"" (zyu2 faan6) 和 ""够攰"" (gau3 gui6) 是口语化的，而普通话 ""做饭"" (zuò fàn) 和 ""够累"" (gòu lèi) 则更正式。粤语 ""啦"" (laa1) 增加了情感分量，不像普通话 ""啦"" (la)。"
Wav0309|Cantonese Dialect|"你哋仲意见多多,又话要食呢样,食嗰样"|"你们还意见多多，又说要吃这个，吃那个"|差异：粤语 ""意见多多"" (ji3 gin3 do1 do1) 和 ""呢样…嗰样"" (ni1 joeng6…go2 joeng6) 生动且口语化，而普通话 ""意见多多"" (yìjiàn duōduō) 和 ""这个…那个"" (zhège…nàge) 则更正式。"
Wav0310|Cantonese Dialect|"咁我要点煮呀?"|"那我要怎么煮啊？"| 差异：粤语 ""咁"" (gam2) 和 ""点煮"" (dim2 zyu2) 是 ""那么"" 和 ""怎么煮"" 的口语说法，而普通话 ""那"" (nà) 和 ""怎么煮"" (zěnme zhǔ) 则更正式。粤语 ""呀"" (aa3) 柔化了语气，不像普通话 ""啊"" (a)。"
Wav0311|Cantonese Dialect|"至冠同爸爸听到之后,就唔敢再讲啲咩啦"|"志冠和爸爸听到之后，就不敢再说些什么啦" |差异：粤语 ""唔敢再讲啲咩"" (m4 gam2 zoi3 gong2 di1 me1) 是口语化且生动的，而普通话 ""不敢再说些什么"" (bù gǎn zài shuō xiē shénme) 则更正式和结构化。粤语 ""啦"" (laa1) 增加了情感，不像普通话 ""啦"" (la)。"
Wav0312|Cantonese Dialect|"食完午餐之后,爸爸主动去洗碗"|"吃完午餐之后，爸爸主动去洗碗" |差异：粤语 ""食完"" (sik6 jyun4) 和 ""主动"" (zyu2 dung6) 是口语化的，而普通话 ""吃完"" (chī wán) 和 ""主动"" (zhǔdòng) 则更正式。粤语 ""去洗碗"" (heoi3 sai2 wun2) 很生动，不像普通话 ""去洗碗"" (qù xǐ wǎn)。"
Wav0313|Cantonese Dialect|"因为早餐嗰阵,爸爸向妈妈抱怨"|"因为早餐那会儿，爸爸向妈妈抱怨"| 差异：粤语 ""嗰阵"" (go2 zan6) 是 ""在那时"" 的口语说法，而普通话 ""那会儿"" (nà huìr) 则更正式。粤语 ""抱怨"" (bou3 jyun3) 带有随意的语气，不像普通话 ""抱怨"" (bàoyuàn)，后者是中性的。"
Wav0314|Cantonese Dialect|"直到中午,爸爸心里面仍然觉得对妈妈有啲抱怨"|"直到中午，爸爸心里仍然觉得对妈妈有点内疚" |差异：粤语 ""心里面"" (sam1 leoi5 min6) 和 ""有啲抱怨"" (jau5 di1 bou3 jyun3) 生动且口语化，而普通话 ""心里"" (xīnlǐ) 和 ""有点内疚"" (yǒudiǎn nèijiù) 则更正式和明确。"
Wav0315|Cantonese Dialect|"又系面屎汤呀?"|"又是味噌汤啊？"| 差异：粤语 ""面屎汤"" (min6 si2 tong1) 是味噌汤的口语音译，而普通话 ""味噌汤"" (wèicēng tāng) 是标准化的。粤语 ""呀"" (aa3) 增加了一种疑问的语气，不像普通话 ""啊"" (a)。"
Wav0316|Cantonese Dialect|"下次应该煮一餐嘅份量就够啦"|"下次应该煮一餐的份量就够啦" |差异：粤语 ""一餐嘅份量"" (jat1 caan1 ge3 fan6 loeng6) 是口语化且具体的，而普通话 ""一餐的份量"" (yī cān de fènliàng) 则更正式。粤语 ""啦"" (laa1) 强调了充分性，不像普通话 ""啦"" (la)。"
Wav0317|Cantonese Dialect|"咁食唔晒啲餸可以点啫,唔通倒晒佢呀?"|"那吃不完的菜怎么办啊，难不成全倒掉啊？" |差异：粤语 ""食唔晒"" (sik6 m4 saai3) 和 ""唔通"" (m4 tung4) 是口语化的，而普通话 ""吃不完"" (chī bù wán) 和 ""难不成"" (nánbùchéng) 则更正式。粤语 ""啫"" (ze1) 柔化了语气，这在普通话中没有。"
Wav0318|Cantonese Dialect|"有咩可能咁浪费,餐餐都煮过啲新餸啦"|"怎么可能那么浪费，每餐都做新菜啦"|差异：粤语 ""有咩可能"" (jau5 me1 ho2 nang4) 和 ""餐餐"" (caan1 caan1) 生动且口语化，而普通话 ""怎么可能"" (zěnme kěnéng) 和 ""每餐"" (měi cān) 则更正式和结构化。"
Wav0319|Cantonese Dialect|"妈妈语气有啲唔高兴"|"妈妈语气有点不高兴"| 差异：粤语 ""有啲唔高兴"" (jau5 di1 m4 gou1 hing3) 是口语化且富有表现力的，而普通话 ""有点不高兴"" (yǒudiǎn bù gāoxìng) 则更正式和中性。"
Wav0320|Cantonese Dialect|"爸爸知道自己讲错嘢,即刻无再出声"|"爸爸知道自己说错话，立刻不再出声" |差异：粤语 ""讲错嘢"" (gong2 co3 je5) 和 ""即刻"" (zik1 hak1) 是口语化且生动的，而普通话 ""说错话"" (shuō cuò huà) 和 ""立刻"" (lìjí) 则更正式。粤语 ""无再"" (mou5 zoi3) 是动态的，不像普通话 ""不再"" (bù zài)。"
Wav0321｜Cantonese Dialect|"但系,妈妈嘅心已经受伤啦"|"但是，妈妈的心已经受伤啦" |差异：粤语 ""但系"" (daan6 hai6) 和 ""已经"" (ji5 ging1) 是口语化的，而普通话 ""但是"" (dànshì) 和 ""已经"" (yǐjīng) 则更正式。粤语 ""啦"" (laa1) 增加了情感分量，不像普通话 ""啦"" (la)。"
Wav0322|Cantonese Dialect|"下昼,爸爸带咗自援至冠去学校操场踢球"|"下午，爸爸带了志援和志冠去学校操场踢球" |差异：粤语 ""下昼"" (haa6 zau3) 和 ""带咗"" (daai3 zo2) 是口语化的，而普通话 ""下午"" (xiàwǔ) 和 ""带了"" (dài le) 则更正式。粤语 ""自援至冠"" (zi6 jyun4 zi3 gun1) 直接使用名字，不像普通话标准化的 ""志援和志冠"" (zhì yuán hé zhì guān)。"
Wav0323|Cantonese Dialect|"妈妈已经好耐冇试过一个人喺屋企他他条条休息"|"妈妈已经好久没试过一个人在家悠闲地休息"| 差异：粤语 ""好耐"" (hou2 noi6) 和 ""他他条条"" (taa1 taa1 tiu4 tiu4) 生动且口语化，而普通话 ""好久"" (hǎojiǔ) 和 ""悠闲地"" (yōuxián de) 则更正式和描述性。"
Wav0324|Cantonese Dialect|"妈妈舒舒服服咁瞓喺梳化睇电视"|"妈妈舒舒服服地躺在沙发上看电视" |差异：粤语 ""舒舒服服咁"" (syu1 syu1 fuk1 fuk1 gam2) 是重叠且口语化的，而普通话 ""舒舒服服地"" (shūshu fúfú de) 则更正式。粤语 ""瞓喺"" (fan3 hai2) 很生动，不像普通话 ""躺在"" (tǎng zài)。"
Wav0325|Cantonese Dialect|"唔经唔觉,已经五点啦"|"不知不觉，已经五点了啦"| 差异：粤语 ""唔经唔觉"" (m4 ging1 m4 gok3) 是一个生动的成语，而普通话 ""不知不觉"" (bùzhī bùjué) 则更正式。粤语 ""啦"" (laa1) 增加了强调意味，不像普通话 ""啦"" (la)。"
Wav0326|Cantonese Dialect|"感觉啱啱先食完午餐","感觉刚吃完午餐"|差异：粤语 ""啱啱先"" (ngaam1 ngaam1 sin1) 是 ""刚刚"" 的口语说法，而普通话 ""刚"" (gāng) 则更正式和简洁。粤语 ""食完"" (sik6 jyun4) 很生动，不像普通话 ""吃完"" (chī wán)。"
Wav0327|Cantonese Dialect|"转眼,又到煮晚餐嘅时间"|"转眼，又到做晚餐的时间"| 差异：粤语 ""转眼"" (zyun2 ngaan5) 和 ""煮晚餐嘅时间"" (zyu2 maan5 caan1 ge3 si4 gaan3) 是口语化的，而普通话 ""转眼"" (zhuǎnyǎn) 和 ""做晚餐的时间"" (zuò wǎncān de shíjiān) 则更正式和结构化。"
Wav0328|Cantonese Dialect|"好在,寻日已经决定食烤肉"|"幸好，昨天已经决定吃烤肉"|差异：粤语 ""好在"" (hou2 zoi6) 和 ""寻日"" (cam4 jat6) 是 ""幸运的是"" 和 ""昨天"" 的口语说法，而普通话 ""幸好"" (xìnghǎo) 和 ""昨天"" (zuótiān) 则更正式。粤语 ""食"" (sik6) 很生动，不像普通话 ""吃"" (chī)。"
